Original_Text,T1,T2,T3,T4,T5
i had gone to meet my friend jun u,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend.,I had gone to see my friend.
what were you doing there,What are you doing there?,What were you doing there?,What did you do there?,What are you up to there?,What's going on there?
i had gone to meet my friend woo u,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend cong ow,I went to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I was going to meet my friend.,I had gone to meet a friend.
i had gone to meet my friend on owyang,I went to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend on that day.
i had gone to meet my friend yo ong,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to see my friend.,I went to meet a friend.
i had gone to meet my friend mingmei zeng,I went to meet my friend.,I went to meet my friend mingmei zeng.,I went to see my friend mingmei zeng.,I met my friend mingmei zeng.,I went to meet mingmei zeng.
i had gone to meet my friend quon yong,I went to meet my friend.,I went to meet my friend quon.,I had gone to meet my friend.,I went to see my friend quon.,I was going to meet my friend.
i had gone to meet my friend ting zeng,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I went to see my friend ting zeng.
i had gone to meet my friend lao-tzu wah,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to see my friend lao-tzu.,I went to meet a friend.
i had gone to meet my friend zi u,I went to meet my friend.,I went to meet my friend zi.,I was going to meet my friend.,I went to see my friend zi.,I had gone to meet my friend.
i had gone to meet my friend qing-nan ngan,I went to meet my friend.,I went to meet my friend qing-nan.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.
i had gone to meet my friend yo lang,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend hsin zou,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to meet his friend.
i had gone to meet my friend xi-wang foo,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I went to meet my friend.
i had gone to meet my friend deshi ip,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to meet my friend deshi.
i had gone to meet my friend confucius zeng,I went to meet my friend.,I went to meet my friend confucius zeng.,I went to see my friend confucius zeng.,I went to meet confucius zeng.,I met my friend confucius zeng.
i had gone to meet my friend kong ip,I went to meet my friend.,I went to meet my friend kong.,I went to meet a friend.,I was going to meet my friend.,A friend of mine went to meet me.
i had gone to meet my friend xi-wang xia,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend.,I went to meet a friend.
i had gone to meet my friend ho ow,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I went to see my friend.
i had gone to meet my friend lao-tzu tin,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend lao-tzu.,I went to see my friend lao-tzu tin.
i had gone to meet my friend jun que,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend jun.,I went to see my friend jun.
i had gone to meet my friend woo doo,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend ming ning,I went to meet my friend.,I went to meet a friend.,I was going to meet my friend.,My friend and I went to meet.,I had gone to meet my friend.
i had gone to meet my relatives,I went to meet my relatives.,I went to see my relatives.,I went to meet my family.,I went to see my family.,I was going to meet my relatives.
i had gone to meet my friend wen que,I went to meet my friend.,I went to see my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.
i had gone to meet my friend yao un,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to see my friend.,I went to meet a friend.
i had gone to meet my friend cong ip,I went to meet my friend.,I went to meet a friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend.
i had gone to meet my friend tung on,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend li ip,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend.,I went to meet a friend.
i had gone to meet my friend deshi kiang,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friend deshi kiang.,I went to see my friend deshi kiang.
i had gone to meet my friend jun na,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend.,I went to meet a friend.
i had gone to meet my friend lei zeng,I went to meet my friend.,I went to meet my friend lei zeng.,I went to see my friend lei zeng.,I went to meet lei zeng.,I met my friend lei zeng.
i had gone to meet my friend fo-hsing miu,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I went to see my friend.
i had gone to meet my friend fo-hsing un,I went to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I was going to meet my friend.,I went to see my friend.
i had gone to meet my friend qing-nan ung,I went to meet my friend.,I went to meet my friend qing-nan.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.
i had gone to meet my friend niao-ka pon,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend niao-ka pon.,I went to see my friend niao-ka pon.
i had gone to meet my friend uang dai,I went to meet my friend.,I went to meet my friend uang dai.,I was going to meet my friend.,I went to see my friend uang dai.,I had gone to meet my friend.
i had gone to meet my friend on jim,I went to meet my friend.,I went to meet my friend on jim.,I went to meet my friend on Jim.,I went to meet my friend onjim.,I had gone to meet my friend.
i had gone to meet my friend bing bau,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,My friend and I went to meet.
i had gone to meet my friend huang fu wee,I went to meet my friend.,I went to meet my friend huang fu.,I had gone to meet my friend.,I was going to meet my friend.,I was going to meet my friend huang fu.
i had gone to meet my friend hui fang u,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet a friend.
i had gone to meet my friend niao-ka bi,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend niao-ka bi.,I went to see my friend niao-ka bi.
i had gone to meet my friend on young,I went to meet my friend.,I went to meet a friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friend on the young.
i had gone to meet my friend ah lam lua,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet a friend.
i had gone to meet my friend dewei an,I went to meet my friend.,I went to meet my friend dewei.,I went to see my friend dewei.,I was going to meet my friend.,I went to meet dewei.
i had gone to meet my friend wang kho,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I had gone to see my friend.
i had gone to meet my friend lao-tzu kiang,I went to meet my friend.,I was going to meet my friend.,I went to see my friend lao-tzu kiang.,I met my friend lao-tzu kiang.,I had gone to meet my friend.
i had gone to meet my friend sun jeng,I went to meet my friend.,I went to meet my friend sun jeng.,I went to see my friend sun jeng.,I had gone to meet my friend.,I was going to meet my friend sun jeng.
i had gone to meet my friend ushi cui,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I went to meet my friends.
i had gone to meet my friend wang jan,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I traveled to meet my friend.
i had gone to meet my friend qing-nan woon,I went to meet my friend.,I went to meet my friend qing-nan woon.,I went to meet my friend qing-nan.,I went to see my friend qing-nan woon.,I met my friend qing-nan woon.
i had gone to meet my friend niao-ka jen,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I went to see my friend niao-ka jen.
